"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
192,"INO","Inovio Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",405.03,,2.16,2.37%,2107339
193,"INS","Intelligent Systems","Technology","Technical & System Software","USA",15.05,14.00,1.68,0.00%,0
194,"INTT","inTEST Corp.","Technology","Semiconductor - Integrated Circuits","USA",38.69,17.76,3.73,0.00%,0
195,"INUV","Inuvo, Inc.","Services","Marketing Services","USA",33.54,,1.41,-2.08%,3813
196,"IOT","Income Opportunity Realty Investors Inc.","Financial","Real Estate Development","USA",20.63,14.56,4.95,0.00%,0
197,"IRT","Independence Realty Trust, Inc.","Financial","REIT - Residential","USA",2.90,,8.39,0.00%,0
198,"ISL","Aberdeen Israel Fund Inc.","Financial","Closed-End Fund - Foreign","USA",,,16.76,0.10%,722
199,"ISR","IsoRay, Inc.","Healthcare","Medical Instruments & Supplies","USA",15.92,,0.45,-1.65%,59689
200,"ITI","Iteris, Inc.","Technology","Communication Equipment","USA",67.87,69.33,2.08,0.00%,20140
201,"JOB","General Employment Enterprises Inc.","Services","Staffing & Outsourcing Services","USA",4.99,,0.23,0.00%,19804
202,"JRS","Nuveen Real Estate Income Fund","Financial","Asset Management","USA",273.51,9.32,9.52,0.11%,95280
203,"KBX","Kimber Resources Inc.","Basic Materials","Gold","Canada",,,0.13,0.00%,0
204,"LAQ","Aberdeen Latin America Equity Fund, Inc.","Financial","Asset Management","USA",,,29.87,0.00%,0
205,"LBMH","Liberator Medical Holdings, Inc.","Healthcare","Medical Instruments & Supplies","USA",203.72,35.73,3.99,1.53%,146022
206,"LBY","Libbey Inc.","Consumer Goods","Housewares & Accessories","USA",459.74,22.76,21.74,1.64%,6328
207,"LEI","Lucas Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",25.44,,0.96,4.34%,46834
208,"LGL","The LGL Group, Inc.","Industrial Goods","Industrial Electrical Equipment","USA",12.79,,4.93,0.00%,602
209,"LNG","Cheniere Energy, Inc.","Basic Materials","Oil & Gas Pipelines","USA",9118.52,,41.08,-0.56%,357486
210,"LODE","Comstock Mining, Inc.","Basic Materials","Gold","USA",108.77,,1.67,-1.71%,22372
211,"LOV","Spark Networks, Inc.","Services","Consumer Services","USA",139.91,,5.86,-0.51%,85315
212,"LSG","Lake Shore Gold Corp.","Basic Materials","Gold","Canada",212.48,,0.50,-2.73%,150687
213,"LTS","Ladenburg Thalmann Financial Services Inc.","Financial","Investment Brokerage - National","USA",567.09,,3.08,-1.28%,104148
214,"MAB","Eaton Vance Massachusetts Municipal Bond Fund","Financial","Closed-End Fund - Debt","USA",,,12.28,0.00%,23403
215,"MCF","Contango Oil & Gas Co.","Basic Materials","Independent Oil & Gas","USA",656.27,17.49,43.60,0.95%,24825
216,"MCZ","Mad Catz Interactive Inc.","Technology","Computer Peripherals","USA",33.64,,0.51,-2.83%,57815
217,"MDM","Mountain Province Diamonds Inc.","Basic Materials","Nonmetallic Mineral Mining","Canada",460.48,,4.89,-0.03%,1062
218,"MDW","Midway Gold Corp.","Basic Materials","Gold","USA",104.98,,0.80,-1.23%,34258
219,"MEA","Metalico Inc.","Industrial Goods","Metal Fabrication","USA",78.30,,1.62,-0.61%,12941
220,"MEET","MeetMe, Inc.","Technology","Internet Information Providers","USA",64.57,,1.70,0.59%,70585
221,"MGH","Minco Gold Corporation","Basic Materials","Gold","Canada",9.06,,0.17,-5.50%,15900
222,"MGN","Mines Management, Inc.","Basic Materials","Silver","USA",17.11,,0.60,1.69%,14675
223,"MGT","MGT Capital Investments, Inc.","Services","Business Services","United Kingdom",13.87,,2.81,-3.44%,16166
224,"MHE","BlackRock Massachusetts Health and Education Tax-Exempt Trust","Financial","Closed-End Fund - Debt","USA",,,11.64,-0.09%,1952
225,"MHH","Mastech Holdings, Inc.","Services","Staffing & Outsourcing Services","USA",50.11,19.17,15.19,1.61%,1001
226,"MIW","Eaton Vance Michigan Municipal Bond Fund","Financial","Closed-End Fund - Debt","USA",,,11.55,2.48%,6046
227,"MMV","Eaton Vance Massachusetts Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",,,12.29,0.16%,5685
228,"MOC","Command Security Corp.","Services","Security & Protection Services","USA",19.92,36.17,2.17,0.00%,0
229,"MSN","Emerson Radio Corp.","Consumer Goods","Electronic Equipment","USA",51.28,27.00,1.89,0.00%,3330
230,"MSTX","Mast Therapeutics, Inc.","Healthcare","Biotechnology","USA",43.14,,0.42,0.81%,2275234
231,"MVF","BlackRock MuniVest Fund, Inc.","Financial","Asset Management","USA",563.71,3.36,8.86,0.34%,94492
232,"MVG","Mag Silver Corp.","Basic Materials","Silver","Canada",306.12,,5.09,0.00%,13239
233,"MXA","Minnesota Municipal Income Portfolio Inc.","Financial","Closed-End Fund - Debt","USA",,,14.51,1.11%,2373
234,"MXC","Mexco Energy Corporation","Basic Materials","Independent Oil & Gas","USA",14.56,143.00,7.49,4.76%,3799
235,"MXN","First American Minnesota Municipal Income Fund II Inc.","Financial","Closed-End Fund - Debt","USA",,,12.91,0.39%,1062
236,"MZA","BlackRock Muniyield Arizona Fund, Inc.","Financial","Asset Management","USA",59.45,,13.03,0.35%,6373
237,"NAK","Northern Dynasty Minerals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",120.66,,1.29,1.57%,92312
238,"NAVB","Navidea Biopharmaceuticals, Inc","Healthcare","Medical Appliances & Equipment","USA",262.83,,2.18,0.46%,1125858
239,"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","Financial","Closed-End Fund - Debt","USA",,,14.51,0.14%,39903
240,"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","Financial","Closed-End Fund - Debt","USA",,,12.63,1.36%,26025
241,"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","Financial","Closed-End Fund - Debt","USA",,,13.64,0.15%,25282
242,"NBY","NovaBay Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",46.08,,1.22,-0.81%,59081
243,"NCQ","NovaCopper Inc.","Basic Materials","Industrial Metals & Minerals","Canada",76.42,,1.40,-2.78%,54307
244,"NCU","Nuveen California Premium Income Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,12.89,0.00%,3081
245,"NEA","Nuveen Insured Tax-Free Advantage Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,11.87,0.17%,223910
246,"NEAR","iShares Short Maturity Bond","Financial","Exchange Traded Fund","USA",,,50.16,0.00%,45004
247,"NEN","New England Realty Associates LP","Financial","Property Management","USA",5.89,188.71,45.29,0.00%,0
248,"NEWN","New Energy Systems Group","Technology","Diversified Electronics","China",0.88,,0.09,50.00%,10000
249,"NG","NovaGold Resources Inc.","Basic Materials","Gold","Canada",728.26,,2.33,1.30%,305579
250,"NGD","New Gold, Inc.","Basic Materials","Gold","Canada",2392.30,12.07,4.85,0.41%,887766
251,"NGX","Nuveen Insured Massachusetts Tax-Free Advantage Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,11.45,-0.43%,176
252,"NHC","National Healthcare Corp.","Healthcare","Long-Term Care Facilities","USA",713.11,13.83,52.10,0.97%,2119
253,"NHS","Neuberger Berman High Yield Strategies Fund","Financial","Closed-End Fund - Debt","USA",,,13.15,-0.23%,28427
254,"NKG","Nuveen Georgia Dividend Advantage Municipal Fund 2","Financial","Asset Management","USA",124.38,22.67,11.82,0.26%,29529
255,"NKX","Nuveen Insured California Tax Free Advantage Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,12.00,0.25%,57062
256,"NLP","NTS Realty Holdings LP","Financial","Real Estate Development","USA",73.81,,7.08,-0.40%,2210
257,"NMB","Nuveen Massachusetts Dividend Advantage Municipal Fund","Financial","Asset Management","USA",23.46,24.43,11.97,0.00%,0
258,"NMZ","Nuveen Municipal High Income Opportunity Fund","Financial","Asset Management","USA",360.59,6.77,11.58,1.22%,139095
259,"NNVC","NanoViricides, Inc.","Healthcare","Drug Manufacturers - Major","USA",254.09,,5.49,3.00%,52729
260,"NOG","Northern Oil and Gas, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",918.91,16.73,14.79,0.48%,146849
261,"NOM","Nuveen Missouri Premium Income Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,12.50,-0.08%,4427
262,"NRK","Nuveen Insured New York Tax-Free Advantage Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,12.16,1.16%,259817
263,"NRO","Neuberger Berman Real Estate Securities Income Fund Inc.","Financial","Closed-End Fund - Equity","USA",,,4.30,0.58%,62243
264,"NSPR","InspireMD, Inc.","Healthcare","Medical Appliances & Equipment","USA",77.18,,2.60,4.42%,33099
265,"NSU","Nevsun Resources Ltd.","Basic Materials","Gold","Canada",626.88,7.88,3.14,-0.32%,40051
266,"NTN","NTN Buzztime Inc.","Services","Broadcasting - TV","USA",49.03,,0.67,-3.62%,30777
267,"NTS","NTS, Inc","Technology","Diversified Communication Services","USA",80.41,,1.96,0.51%,4647
268,"NUJ","Nuveen New Jersey Dividend Advantage Municipal Fund 2","Financial","Closed-End Fund - Debt","USA",,,12.08,-0.74%,766
269,"NVG","Nuveen Insured Dividend Advantage Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,12.43,0.32%,43968
270,"NVX","Nuveen California Dividend Advantage Municipal Fund 2","Financial","Asset Management","USA",183.17,6.89,12.50,0.73%,21707
271,"NVY","Nuveen Pennsylvania Dividend Advantage Municipal Fund 2","Financial","Closed-End Fund - Debt","USA",,,11.90,1.12%,5302
272,"NXJ","Nuveen New Jersey Dividend Advantage Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,12.37,0.08%,24016
273,"NXK","Nuveen New York Dividend Advantage Municipal Fund 2","Financial","Closed-End Fund - Debt","USA",,,12.22,-0.65%,4400
274,"NXM","Nuveen Pennsylvania Dividend Advantage Municipal Fund","Financial","Closed-End Fund - Debt","USA",,,12.19,1.36%,8501
275,"NXZ","Nuveen Dividend Advatage Municipal Fund 2","Financial","Closed-End Fund - Debt","USA",,,12.59,0.96%,65946
276,"NYH","Eaton Vance New York Municipal Bond Fund II","Financial","Closed-End Fund - Debt","USA",,,10.92,-0.08%,2679
277,"NZF","Nuveen Dividend Advantage Municipal Fund 3","Financial","Closed-End Fund - Debt","USA",,,12.17,0.16%,186167
278,"NZH","Nuveen California Dividend Advantage Municipal Fund 3","Financial","Asset Management","USA",271.20,6.85,11.32,0.80%,43164
279,"OESX","Orion Energy Systems, Inc","Technology","Diversified Electronics","USA",147.27,53.54,6.84,-1.68%,36673
280,"OGEN","Oragenics Inc.","Healthcare","Biotechnology","USA",77.59,,2.83,0.35%,14312
281,"OIH","Market Vectors Oil Services ETF","Financial","Exchange Traded Fund","USA",,,46.95,-0.63%,1978072
282,"ONP","Orient Paper, Inc.","Consumer Goods","Paper & Paper Products","China",46.88,4.54,2.37,-6.69%,48133
283,"ONVO","Organovo Holdings, Inc.","Healthcare","Medical Laboratories & Research","USA",637.72,,8.65,-1.37%,843442
284,"ORM","Owens Realty Mortgage, Inc.","Financial","REIT - Office","USA",138.26,632.50,12.55,-0.79%,400
285,"PAL","North American Palladium Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",75.40,,0.43,2.21%,360669
286,"PBM","Pacific Booker Minerals Inc.","Basic Materials","Industrial Metals & Minerals","Canada",79.72,,6.48,0.47%,986
287,"PCC","PMC Commercial Trust","Financial","REIT - Industrial","USA",93.24,97.78,8.76,-0.45%,722
288,"PDO","Pyramid Oil Company","Basic Materials","Independent Oil & Gas","USA",24.33,64.88,4.97,-4.24%,137
289,"PED","PEDEVCO Corp.","Basic Materials","Oil & Gas Equipment & Services","USA",33.67,,2.35,-2.89%,2300
290,"PEX","ProShares Global Listed Private Eq ETF","Financial","Exchange Traded Fund","USA",,,45.37,0.18%,500
291,"PHF","Pacholder High Yield Fund Inc.","Financial","Closed-End Fund - Debt","USA",,,7.96,0.25%,3803
292,"PIP","PharmAthene, Inc.","Healthcare","Biotechnology","USA",88.06,,1.71,-3.39%,229228
293,"PLG","Platinum Group Metals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",442.99,,1.06,-3.63%,94943
294,"PLM","Polymet Mining Corp.","Basic Materials","Industrial Metals & Minerals","Canada",201.77,,0.97,1.05%,63351
295,"PLX","Protalix BioTherapeutics, Inc.","Healthcare","Biotechnology","Israel",367.87,,4.01,0.75%,178568
296,"PPH","Market Vectors Pharmaceutical ETF","Financial","Exchange Traded Fund","USA",,,51.52,0.43%,16038
297,"PRK","Park National Corp.","Financial","Regional - Midwest Banks","USA",1258.70,16.53,81.71,0.05%,3819
298,"PTN","Palatin Technologies Inc.","Healthcare","Diagnostic Substances","USA",82.09,,0.77,0.00%,2537
299,"PW","Power REIT","Financial","REIT - Diversified","USA",13.89,,8.32,-2.00%,103
300,"PZG","Paramount Gold and Silver Corp.","Basic Materials","Industrial Metals & Minerals","Canada",147.94,,0.98,2.98%,176697
301,"QMM","Quaterra Resources Inc.","Basic Materials","Industrial Metals & Minerals","Canada",14.48,,0.08,5.19%,43290
302,"QRM","Quest Rare Minerals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",28.91,,0.43,0.28%,13450
303,"RBY","Rubicon Minerals Corporation","Basic Materials","Gold","Canada",210.59,,0.77,5.14%,392732
304,"RCG","RENN Global Entrepreneurs Fund, Inc.","Financial","Asset Management","USA",6.12,3.70,1.37,0.00%,0
305,"REE","Rare Element Resources Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",62.40,,1.29,-1.49%,60996
306,"REED","REEDS, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",86.38,,6.80,-0.58%,2546
307,"REI","Ring Energy, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",171.91,,12.44,3.84%,28017
308,"RIC","Richmont Mines Inc.","Basic Materials","Gold","Canada",38.41,,0.99,1.88%,10506
309,"RIF","RMR Real Estate Income Fund","Financial","Closed-End Fund - Equity","USA",128.29,5.86,16.82,0.30%,9717
310,"RKH","Market Vectors Bank and Brokerage ETF","Financial","Exchange Traded Fund","USA",,,53.10,0.00%,0
311,"RLGT","Radiant Logistics, Inc.","Services","Air Delivery & Freight Services","USA",77.68,19.42,2.32,-0.34%,19301
312,"RNN","Rexahn Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",56.10,,0.44,1.28%,312954
313,"ROX","Castle Brands Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",88.37,,0.80,-0.25%,130295
314,"RPI","Roberts Realty Investors Inc.","Financial","REIT - Retail","USA",9.68,,0.94,0.00%,300
315,"RTH","Market Vectors Retail ETF","Financial","Exchange Traded Fund","USA",,,59.97,0.39%,10089
316,"RVM","Revett Minerals Inc","Basic Materials","Industrial Metals & Minerals","USA",22.14,,0.64,-0.47%,17300
317,"RVP","Retractable Technologies Inc.","Healthcare","Medical Instruments & Supplies","USA",77.61,,2.89,0.70%,12074
318,"RWC","RELM Wireless Corp.","Technology","Communication Equipment","USA",44.55,29.82,3.39,3.35%,694
319,"SAND","Sandstorm Gold Ltd.","Basic Materials","Gold","Canada",425.49,,4.27,0.23%,71037
320,"SARA","Saratoga Resources Inc.","Basic Materials","Independent Oil & Gas","USA",38.37,,1.25,0.81%,36054
321,"SBI","Western Asset Intermediate Muni Fund Inc.","Financial","Closed-End Fund - Debt","USA",,,9.07,0.42%,5260
322,"SEB","Seaboard Corp.","Consumer Goods","Meat Products","USA",3287.01,16.21,2752.01,-0.20%,99
323,"SGA","Saga Communications Inc.","Services","Broadcasting - Radio","USA",286.20,18.84,49.35,-0.78%,3444
324,"SGB","Southwest Georgia Financial Corp.","Financial","Regional - Mid-Atlantic Banks","USA",28.95,13.21,11.36,0.00%,0
325,"SIF","SIFCO Industries Inc.","Industrial Goods","Metal Fabrication","USA",139.75,14.36,25.25,-2.88%,3935
326,"SIM","Grupo Simec S.A.B. de C.V.","Basic Materials","Steel & Iron","Mexico",2048.90,24.22,12.42,0.57%,1211
327,"SKY","Skyline Corp.","Industrial Goods","Manufactured Housing","USA",40.28,,4.70,-2.08%,4905
328,"SLI","SL Industries Inc.","Technology","Diversified Electronics","USA",104.30,8.55,25.16,-0.28%,1101
329,"SMH","Market Vectors Semiconductor ETF","Financial","Exchange Traded Fund","USA",,,41.33,-0.27%,506687
330,"SOQ","Sonde Resources Corp.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",38.63,,0.65,4.84%,26763
331,"SSN","Samson Oil & Gas Limited","Basic Materials","Oil & Gas Drilling & Exploration","Australia",48.34,,0.41,0.27%,49139
332,"SSY","SunLink Health Systems Inc.","Healthcare","Hospitals","USA",8.21,,0.87,0.00%,0
333,"STRP","Straight Path Communications Inc.","Technology","Diversified Communication Services","USA",86.14,,7.50,-0.53%,1300
334,"STS","Supreme Industries Inc.","Consumer Goods","Trucks & Other Vehicles","USA",89.21,17.81,5.71,3.47%,24613
335,"SVBL","Silver Bull Resources, Inc.","Basic Materials","Industrial Metals & Minerals","Canada",54.08,,0.35,2.91%,85540
336,"SVLC","Silvercrest Mines Inc.","Basic Materials","Gold","Canada",172.09,6.58,1.59,0.63%,32570
337,"SVT","Servotronics Inc.","Industrial Goods","Industrial Electrical Equipment","USA",18.98,14.12,8.25,0.73%,3300
338,"SWH","Stanley Black & Decker, Inc.","Financial","Exchange Traded Fund","USA",,,101.60,0.00%,0
339,"SYN","Synthetic Biologics Inc.","Healthcare","Biotechnology","USA",47.78,,1.13,5.42%,509050
340,"SYRG","Synergy Resources Corporation","Basic Materials","Oil & Gas Equipment & Services","USA",623.40,53.53,8.85,-2.75%,70432
341,"TAS","Tasman Metals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",52.33,,0.89,3.13%,72696
342,"TAT","TransAtlantic Petroleum Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","USA",269.32,,0.76,3.86%,117331
343,"TCX","Tucows Inc.","Technology","Internet Information Providers","Canada",125.67,36.38,2.84,-2.41%,49299
344,"TGB","Taseko Mines Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",349.80,,1.84,0.82%,228959
345,"TGC","Tengasco Inc.","Basic Materials","Independent Oil & Gas","USA",23.73,7.80,0.39,-0.03%,74566
346,"TGD","Timmins Gold Corp.","Basic Materials","Gold","Canada",154.25,5.10,1.05,-1.87%,86128
347,"THM","International Tower Hill Mines Ltd.","Basic Materials","Gold","Canada",40.21,,0.39,-4.07%,44225
348,"TIK","Tel-Instrument Electronics Corp.","Technology","Scientific & Technical Instruments","USA",13.04,,4.03,0.00%,0
349,"TIS","Orchids Paper Products Company","Consumer Goods","Paper & Paper Products","USA",248.00,20.35,31.15,0.03%,7044
350,"TLR","Timberline Resources Corp.","Basic Materials","Gold","USA",11.58,,0.17,0.12%,21585
351,"TMP","Tompkins Financial Corporation.","Financial","Regional - Northeast Banks","USA",712.69,14.97,48.94,-0.33%,4588
352,"TOF","Tofutti Brands Inc.","Consumer Goods","Food - Major Diversified","USA",17.11,,3.32,0.00%,302
353,"TPI","Tianyin Pharmaceutical Co., Inc.","Healthcare","Drug Manufacturers - Other","China",24.96,3.70,0.85,-0.59%,1275
354,"TPLM","Triangle Petroleum Corporation","Basic Materials","Independent Oil & Gas","USA",707.58,74.58,8.69,-2.91%,751862
355,"TRT","Trio-Tech International","Technology","Semiconductor Equipment & Materials","USA",10.73,,3.26,0.93%,394
356,"TRX","Tanzanian Royalty Exploration Corp.","Basic Materials","Gold","Canada",195.49,,1.93,-0.52%,39329
357,"TSH","Teche Holding Company","Financial","Savings & Loans","USA",98.14,11.42,48.20,0.00%,1111
358,"TXMD","TherapeuticsMD, Inc.","Healthcare","Drug Manufacturers - Major","USA",573.40,,4.39,0.46%,17026
359,"UAMY","United States Antimony Corp.","Basic Materials","Industrial Metals & Minerals","USA",125.24,,1.99,-0.50%,1422
360,"UEC","Uranium Energy Corp.","Basic Materials","Industrial Metals & Minerals","USA",154.87,,1.80,-0.55%,89943
361,"UQM","UQM Technologies Inc.","Industrial Goods","Industrial Electrical Equipment","USA",77.72,,2.11,0.00%,8188
362,"URG","UR-Energy Inc.","Basic Materials","Industrial Metals & Minerals","USA",141.62,,1.19,2.59%,381514
363,"URZ","Uranerz Energy Corp.","Basic Materials","Industrial Metals & Minerals","USA",90.58,,1.13,-0.79%,96428
364,"UTG","Reaves Utility Income Fund","Financial","Closed-End Fund - Equity","USA",701.46,4.29,24.20,0.08%,54720
365,"UUU","Universal Security Instruments Inc.","Services","Security & Protection Services","USA",9.79,,4.29,0.23%,1001
366,"UWN","Nevada Gold & Casinos Inc.","Services","Resorts & Casinos","USA",16.41,,1.02,0.00%,0
367,"VCF","Delaware Investments Colorado Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,12.33,-0.40%,4418
368,"VFL","Delaware Investments National Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",,,11.51,-0.26%,7395
369,"VGZ","Vista Gold Corp.","Basic Materials","Gold","USA",30.26,,0.38,2.68%,67236
370,"VHC","VirnetX Holding Corp","Technology","Internet Software & Services","USA",973.37,,19.20,1.00%,88082
371,"VII","Vicon Industries Inc.","Technology","Diversified Electronics","USA",12.01,,2.75,3.00%,8824
372,"VKI","Invesco Van Kampen Advantage Municipal Income Trust II","Financial","Closed-End Fund - Debt","USA",,,10.29,0.29%,171527
373,"VMM","Delaware Investments Minnesota Municipal Income Fund II","Financial","Closed-End Fund - Debt","USA",,,12.24,0.08%,39466
374,"VSB","VantageSouth Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",236.55,51.40,5.07,-1.37%,1667
375,"VSR","Versar Inc.","Services","Technical Services","USA",43.71,11.40,4.52,-0.88%,131
376,"VTG","Vantage Drilling Company","Basic Materials","Oil & Gas Drilling & Exploration","USA",546.73,,1.79,-1.10%,108819
377,"WGA","Wells-Gardner Electronics Corp.","Technology","Diversified Electronics","USA",20.48,25.00,1.70,-2.84%,9217
378,"WTT","Wireless Telecom Group Inc.","Technology","Communication Equipment","USA",51.05,16.46,2.13,-0.47%,7816
379,"WYY","WidePoint Corp.","Services","Technical Services","USA",91.17,71.50,1.43,0.01%,206486
380,"XPL","Solitario Exploration & Royalty Corp.","Basic Materials","Gold","USA",28.42,,0.82,0.00%,0
381,"XRA","Exeter Resource Corporation","Basic Materials","Gold","Canada",48.62,,0.55,0.00%,39136
382,"ZBB","ZBB Energy Corporation","Industrial Goods","Industrial Electrical Equipment","USA",75.94,,0.81,-5.84%,157096
